Name;Platform;Genre;Publisher;Global_Sales (MM);Year
SpongeBob SquarePants: Battle for Bikini Bottom;GBA;Platform;THQ;1.23;2003
Vigilante 8;PS;Racing;Activision;1.23;1998
Castlevania;NES;Platform;Konami Digital Entertainment;1.23;1986
Donkey Kong Country 2;GBA;Platform;Nintendo;1.23;2004
Bayonetta;PS3;Action;Sega;1.23;2009
WarioWare, Inc.: Mega MicroGame$;GBA;Puzzle;Nintendo;1.23;2003
Star Wars: Battlefront II;PSP;Shooter;LucasArts;1.23;2005
Madden NFL 17;PS4;Sports;Electronic Arts;1.23;2016
Boom Blox;Wii;Puzzle;Electronic Arts;1.23;2008
Fallout 4;PC;Role-Playing;Bethesda Softworks;1.23;2015
The Sims 2: Castaway;Wii;Simulation;Electronic Arts;1.23;2007
LEGO Batman 2: DC Super Heroes;PS3;Action;Warner Bros. Interactive Entertainment;1.22;2012
Naruto Shippuden: Ultimate Ninja Storm 2;PS3;Fighting;Namco Bandai Games;1.22;2010
Mario Power Tennis;GC;Sports;Nintendo;1.22;2004
Intelligent Qube;PS;Puzzle;Sony Computer Entertainment;1.22;1997
Game & Watch Gallery 2;GB;Misc;Nintendo;1.22;1997
Game & Watch Gallery 3;GB;Misc;Nintendo;1.22;1999
Pac-Man;NES;Puzzle;Namco Bandai Games;1.22;1984
Parfait: Chocolat Second Style;PS2;Adventure;Alchemist;1.22;2006
F1 2011;PS3;Racing;Codemasters;1.22;2011
Cars;PSP;Racing;THQ;1.22;2006
NBA Live 99;PS;Sports;Electronic Arts;1.22;1997
Chocobo no Fushigi Dungeon;PS;Role-Playing;SquareSoft;1.22;1997
Golden Sun: The Lost Age;GBA;Role-Playing;Nintendo;1.22;2002
SimCity 2000;PS;Simulation;Maxis;1.22;1996
Max Payne;XB;Shooter;Take-Two Interactive;1.22;2001
WCW Mayhem;PS;Fighting;Electronic Arts;1.22;1998
NBA 2K2;PS2;Sports;Sega;1.22;2002
Super Street Fighter IV: 3D Edition;3DS;Fighting;Capcom;1.22;2011
Cars;PS2;Racing;THQ;1.21;2006
Fuzion Frenzy;XB;Misc;Microsoft Game Studios;1.21;2001
Call of Duty: Finest Hour;XB;Shooter;Activision;1.21;2004
FIFA Soccer 11;PSP;Sports;Electronic Arts;1.21;2010
Sly Cooper and the Thievius Raccoonus;PS2;Platform;Sony Computer Entertainment;1.21;2002
LEGO Indiana Jones 2: The Adventure Continues;DS;Action;Activision;1.21;2009
The Magical Quest starring Mickey Mouse;SNES;Platform;Capcom;1.21;1992
Dragon Quest IV: Michibikareshi Monotachi;PS;Role-Playing;Enix Corporation;1.21;2001
Star Wars Episode 1: Jedi Power Battles;PS;Action;LucasArts;1.21;1999
Dino Crisis 2;PS;Action;Virgin Interactive;1.21;2000
Need for Speed Underground;GC;Racing;Electronic Arts;1.21;2003
Shrek / Shrek 2 2-in-1 Gameboy Advance Video;GBA;Misc;;1.21;2007
Test Drive 4;PS;Racing;Electronic Arts;1.21;1997
FIFA Soccer 07;PSP;Sports;Electronic Arts;1.21;2006
World Soccer Winning Eleven 9 (JP & Others sales);PSP;Sports;Konami Digital Entertainment;1.2;2005
The Lord of the Rings: The Fellowship of the Ring;PS2;Action;Black Label Games;1.2;2002
LEGO Star Wars III: The Clone Wars;PS3;Action;LucasArts;1.2;2011
ATV Offroad Fury 3;PS2;Racing;SouthPeak Games;1.2;2004
Pikmin 2;GC;Strategy;Nintendo;1.2;2004
Just Dance 2016;Wii;Misc;Ubisoft;1.2;2015
Disney Sing It;Wii;Misc;Disney Interactive Studios;1.2;2008
Battlefield: Hardline;XOne;Shooter;Electronic Arts;1.2;2015
WWE 2K16;PS4;Sports;Take-Two Interactive;1.2;2015
Dragon Ball Z: La Legende Saien;SNES;Fighting;Namco Bandai Games;1.2;1993
TwinBee;NES;Shooter;Konami Digital Entertainment;1.2;1986
Ganbare Goemon! Karakuri Douchuu;NES;Platform;Konami Digital Entertainment;1.2;1986
NFL 2K;DC;Sports;Sega;1.2;1999
SolarStriker;GB;Shooter;Nintendo;1.2;1989
Enter the Matrix;XB;Action;Atari;1.2;2003
NHL 2002;PS2;Sports;Electronic Arts;1.2;2001
Mario vs. Donkey Kong 2: March of the Minis;DS;Puzzle;Nintendo;1.2;2006
PokéPark Wii: Pikachu's Adventure;Wii;Adventure;Nintendo;1.2;2009
One Piece: Pirate Warriors;PS3;Action;Namco Bandai Games;1.2;2012
WWE 2K14;PS3;Sports;Take-Two Interactive;1.19;2013
Metal Gear Solid: Portable Ops;PSP;Action;Konami Digital Entertainment;1.19;2006
Nuclear Strike;PS;Simulation;Electronic Arts;1.19;1997
Captain Toad: Treasure Tracker;WiiU;Puzzle;Nintendo;1.19;2014
WWE SmackDown vs Raw 2008;PSP;Fighting;THQ;1.19;2007
The Simpsons: Road Rage;GBA;Racing;THQ;1.19;2003
Pro Evolution Soccer 2008;Wii;Sports;Konami Digital Entertainment;1.19;2008
SpongeBob SquarePants: Revenge of the Flying Dutchman;GBA;Platform;THQ;1.19;2002
Mario & Sonic at the London 2012 Olympic Games;3DS;Sports;Sega;1.19;2012
Scarface: The World is Yours;PS2;Action;Vivendi Games;1.19;2006
Kobe Bryant in NBA Courtside;N64;Sports;Nintendo;1.19;1998
Disney's Chip 'n Dale: Rescue Rangers;NES;Platform;Capcom;1.19;1990
The Dukes of Hazzard: Racing for Home;PS;Racing;Ubisoft;1.19;1999
FIFA 14;XOne;Sports;Electronic Arts;1.19;2013
Spider-Man: The Movie;GC;Action;Activision;1.19;2002
Final Fantasy I & II: Dawn of Souls;GBA;Role-Playing;Nintendo;1.19;2004
NBA 2K17;PS4;Sports;Take-Two Interactive;1.19;2016
Pokemon Super Mystery Dungeon;3DS;Role-Playing;Nintendo;1.19;2015
Just Dance 4;X360;Misc;Ubisoft;1.19;2012
Metal Gear Solid VR Missions;PS;Adventure;Konami Digital Entertainment;1.18;1999
Pole Position;2600;Racing;Atari;1.18;1982
Resident Evil: Operation Raccoon City;PS3;Action;Capcom;1.18;2012
LEGO Indiana Jones: The Original Adventures;PSP;Action;LucasArts;1.18;2008
Pro Yakyuu Family Stadium '88;NES;Sports;Namco Bandai Games;1.18;1988
Shenmue;DC;Adventure;Sega;1.18;1999
Mario Tennis;GB;Sports;Nintendo;1.18;2000
Tony Hawk's Pro Skater 2;GBA;Sports;Activision;1.18;2001
WWE '12;PS3;Fighting;THQ;1.18;2011
WWE SmackDown vs. Raw 2010;PS3;Fighting;THQ;1.18;2009
Plants vs. Zombies;DS;Strategy;Mastertronic;1.18;2011
Sonic the Hedgehog;PS3;Platform;Sega;1.18;2006
Super Ghouls 'n Ghosts;SNES;Platform;Capcom;1.18;1991
Spore;PC;Strategy;Electronic Arts;1.17;2008
Soviet Strike;PS;Simulation;Electronic Arts;1.17;1996
Your Shape: Fitness Evolved 2012;X360;Sports;Ubisoft;1.17;2011
Army of Two;PS3;Shooter;Electronic Arts;1.17;2008
Gun;PS2;Shooter;Activision;1.17;2005
Ty the Tasmanian Tiger;PS2;Platform;Electronic Arts;1.17;2002
Wario Land: Shake It!;Wii;Platform;Nintendo;1.17;2008
Sonic Rush Adventure;DS;Platform;Sega;1.17;2007
Medal of Honor: Warfighter;X360;Action;Electronic Arts;1.17;2012
Mega Man 3;NES;Platform;Capcom;1.17;1990
Ratchet & Clank (2016);PS4;Platform;Sony Computer Entertainment;1.17;2016
Mission: Impossible;N64;Action;Ocean;1.17;1997
Romancing SaGa 2;SNES;Role-Playing;SquareSoft;1.17;1993
Cabela's Dangerous Hunts;PS2;Sports;Zoo Digital Publishing;1.17;2003
Cool Boarders 4;PS;Sports;989 Studios;1.17;1998
Rage Racer;PS;Racing;Sony Computer Entertainment;1.17;1996
Medal of Honor: Rising Sun;XB;Shooter;Electronic Arts;1.17;2003
Football Manager 2013;PC;Sports;Sega;1.17;2012
Destruction Derby 2;PS;Racing;Psygnosis;1.17;1996
Mirror's Edge;X360;Platform;Electronic Arts;1.17;2008
Destiny: The Taken King;XOne;Shooter;Activision;1.17;2015
Mario vs. Donkey Kong;GBA;Puzzle;Nintendo;1.17;2004
007: Quantum of Solace;PS3;Action;Activision;1.16;2008
EA Sports Active: More Workouts;Wii;Sports;Electronic Arts;1.16;2009
Fallout: New Vegas;PC;Role-Playing;Bethesda Softworks;1.16;2010
Need for Speed: Most Wanted;PSV;Racing;Electronic Arts;1.16;2012
Final Fantasy Tactics: The War of the Lions;PSP;Role-Playing;Square Enix;1.16;2007
Midnight Club 3: DUB Edition Remix;PS2;Racing;Take-Two Interactive;1.16;2006
Tom Clancy's Ghost Recon: Jungle Storm;PS2;Shooter;Ubisoft;1.16;2004
SingStar;PS3;Misc;Sony Computer Entertainment;1.16;2007
Bushido Blade;PS;Fighting;Sony Computer Entertainment;1.16;1997
LEGO Star Wars III: The Clone Wars;DS;Action;LucasArts;1.16;2011
NASCAR Thunder 2002;PS2;Racing;Electronic Arts;1.16;2001
Jet Force Gemini;N64;Shooter;Nintendo;1.16;1999
Mega Man X;SNES;Platform;Capcom;1.16;1993
Yu-Gi-Oh! The Sacred Cards (American and Others sales);GBA;Role-Playing;Konami Digital Entertainment;1.16;2002
Sega Rally Championship;SAT;Racing;Sega;1.16;1995
Test Drive: Off Road;PS;Racing;Eidos Interactive;1.16;1997
Medal of Honor Heroes 2;PSP;Shooter;Electronic Arts;1.16;2007
Sniper: Ghost Warrior;X360;Shooter;City Interactive;1.16;2010
Rocksmith;PS3;Misc;Ubisoft;1.16;2011
LEGO Star Wars: The Video Game;XB;Action;Eidos Interactive;1.16;2005
FIFA Soccer 10;PSP;Sports;Electronic Arts;1.16;2009
Plants vs. Zombies: Garden Warfare;X360;Shooter;Electronic Arts;1.16;2014
Worldwide Soccer Manager 2009;PC;Simulation;Sega;1.15;2008
Omerta: City of Gangsters;PS3;Simulation;Konami Digital Entertainment;1.15;2011
Gauntlet: Dark Legacy;PS2;Action;Midway Games;1.15;2001
Ninja Gaiden Sigma;PS3;Action;Eidos Interactive;1.15;2007
Bad Boys: Miami Takedown;PS2;Shooter;Empire Interactive;1.15;2004
Kaboom!;2600;Misc;Activision;1.15;1980
Red Dead Redemption: Undead Nightmare;PS3;Action;Take-Two Interactive;1.15;2010
Sonic and the Black Knight;Wii;Platform;Sega;1.15;2009
Call of Duty 4: Modern Warfare;PC;Shooter;Activision;1.15;2007
Qix;GB;Puzzle;Nintendo;1.15;1990
Derby Stallion III;SNES;Sports;ASCII Entertainment;1.15;1995
Doraemon;NES;Action;Hudson Soft;1.15;1986
High School Musical 2: Work This Out!;DS;Misc;Disney Interactive Studios;1.15;2008
Ratchet & Clank: All 4 One;PS3;Platform;Sony Computer Entertainment;1.15;2011
Donkey Konga;GC;Misc;Nintendo;1.15;2003
Fight Night Champion;PS3;Fighting;Electronic Arts;1.15;2011
Dragon Quest I & II;SNES;Role-Playing;Enix Corporation;1.15;1993
Tak and the Power of Juju;PS2;Platform;THQ;1.15;2003
Asteroids;PS;Shooter;Success;1.15;1998
Puyo Puyo Sun Ketteiban;PS;Puzzle;Compile;1.15;1997
Pokemon Rumble Blast;3DS;Action;Nintendo;1.14;2011
Action Bass;PS;Action;Take-Two Interactive;1.14;2000
Tenchu: Wrath of Heaven;PS2;Action;Activision;1.14;2003
Shadow of the Colossus;PS2;Action;Sony Computer Entertainment;1.14;2005
Brave Fencer Musashi;PS;Role-Playing;SquareSoft;1.14;1998
Hot Shots Golf: Out of Bounds;PS3;Sports;Sony Computer Entertainment;1.14;2007
Dance Dance Revolution Extreme 2;PS2;Simulation;Konami Digital Entertainment;1.14;2005
Mirror's Edge;PS3;Platform;Electronic Arts;1.14;2008
Rabbids Go Home;Wii;Platform;Ubisoft;1.14;2009
South Park;N64;Shooter;Acclaim Entertainment;1.14;1998
Commando;NES;Action;Capcom;1.14;1986
Pilotwings;SNES;Simulation;Nintendo;1.14;1990
Resident Evil - Code: Veronica;DC;Action;Eidos Interactive;1.14;2000
Super R.C. Pro-Am;GB;Racing;Nintendo;1.14;1991
The Lord of the Rings: The Return of the King;XB;Action;Electronic Arts;1.14;2003
LEGO Star Wars: The Video Game;GBA;Action;Eidos Interactive;1.14;2005
Royal Palace of White Sword and The City of Gentiles;PS2;Role-Playing;Take-Two Interactive;1.14;2005
Guitar Hero 5;X360;Misc;Activision;1.14;2009
Mobile Suit Gundam: Federation vs. Zeon;PS2;Simulation;Atari;1.14;2001
Need for Speed Underground 2;GC;Racing;Electronic Arts;1.14;2004
MechAssault;XB;Simulation;Microsoft Game Studios;1.13;2002
ModNation Racers;PS3;Racing;Sony Computer Entertainment;1.13;2010
LEGO Star Wars III: The Clone Wars;3DS;Action;LucasArts;1.13;2011
Derby Stallion 99;PS;Sports;ASCII Entertainment;1.13;1999
Cars;GBA;Racing;THQ;1.13;2006
Fantasy Life;3DS;Role-Playing;Nintendo;1.13;2012
Tom Clancy's Rainbow Six 3: Black Arrow;XB;Shooter;Ubisoft;1.13;2004
WWE 2K15;PS4;Sports;Take-Two Interactive;1.13;2014
Donkey Kong;NES;Platform;Nintendo;1.13;1983
Jampack Winter '98;PS;Misc;Sony Computer Entertainment;1.13;1998
WWE 2K14;X360;Sports;Take-Two Interactive;1.13;2013
Alien: Isolation;PS4;Shooter;Sega;1.13;2014
Yakuza 3;PS3;Action;Sega;1.13;2009
Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales);GBA;Role-Playing;Nintendo;1.13;2005
The Beatles: Rock Band;PS3;Misc;MTV Games;1.13;2009
Dragon Age II;X360;Action;Electronic Arts;1.12;2011
Moon Patrol;2600;Shooter;Atari;1.12;1982
Supercar Street Challenge;PS2;Racing;Activision;1.12;2001
Pilotwings 64;N64;Simulation;Nintendo;1.12;1996
Crackdown 2;X360;Shooter;Microsoft Game Studios;1.12;2010
Final Fantasy XIV: A Realm Reborn;PS3;Role-Playing;Square Enix;1.12;2013
Castlevania: Lords of Shadow;PS3;Action;Konami Digital Entertainment;1.12;2010
Rocksmith;X360;Misc;Ubisoft;1.12;2011
Disney Infinity 2.0: Marvel Super Heroes;X360;Action;Disney Interactive Studios;1.12;2014
SOCOM: U.S. Navy SEALs Fireteam Bravo;PSP;Shooter;Sony Computer Entertainment;1.12;2005
Call Of Duty 2: Big Red One;XB;Shooter;Activision;1.12;2005
Yoshi's Cookie;NES;Puzzle;Nintendo;1.12;1992
Guitar Hero 5;PS2;Misc;Activision;1.12;2009
Worldwide Soccer Manager 2008;PC;Sports;Russel;1.12;2007
Spider-Man 2;XB;Action;Activision;1.12;2004
Counter-Strike;XB;Shooter;Microsoft Game Studios;1.11;2003
Mad Max (2015);PS4;Action;Warner Bros. Interactive Entertainment;1.11;2015
Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions);PS2;Action;Activision;1.11;2007
GRID;PS3;Racing;Codemasters;1.11;2008
Guitar Hero Encore: Rocks The 80s;PS2;Misc;RedOctane;1.11;2007
Sunset Overdrive;XOne;Shooter;Microsoft Game Studios;1.11;2014
Tom Clancy's Splinter Cell: Chaos Theory;XB;Action;Ubisoft;1.11;2005
Donkey Kong Jr.;NES;Platform;Nintendo;1.11;1983
Arc the Lad;PS;Role-Playing;Sony Computer Entertainment;1.11;1995
NBA Jam Tournament Edition;GEN;Sports;Acclaim Entertainment;1.11;1994
Need for Speed: ProStreet;Wii;Racing;Electronic Arts;1.11;2007
Pikmin 3;WiiU;Strategy;Nintendo;1.11;2013
Legend of Mana;PS;Role-Playing;SquareSoft;1.11;1999
Lumines: Puzzle Fusion;PSP;Puzzle;Ubisoft;1.11;2004
Toy Story 3: The Video Game;PS3;Action;Disney Interactive Studios;1.11;2010
Guitar Hero 5;PS3;Misc;Activision;1.1;2009
Megamania;2600;Shooter;Activision;1.1;1981
Medal of Honor: Airborne;X360;Shooter;Electronic Arts;1.1;2007
The Legend of Zelda: Tri Force Heroes;3DS;Action;Nintendo;1.1;2015
Jungle Hunt;2600;Platform;Atari;1.1;1982
Triple Play 98;PS;Sports;Electronic Arts;1.1;1997
LEGO The Lord of the Rings;PS3;Action;Warner Bros. Interactive Entertainment;1.1;2012
Petz Dogz 2;DS;Simulation;Ubisoft;1.1;2007
WWE SmackDown vs. Raw 2011;PS3;Fighting;THQ;1.1;2010
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories;GB;Strategy;Konami Digital Entertainment;1.1;1999
Lode Runner;NES;Puzzle;Hudson Soft;1.1;1984
The Final Fantasy Legend;GB;Role-Playing;SquareSoft;1.1;1989
Famicom Jump: Eiyuu Retsuden;NES;Role-Playing;Namco Bandai Games;1.1;1989
F-Zero X;N64;Racing;Nintendo;1.1;1998
Popeye;NES;Platform;Nintendo;1.1;1983
NERF N-Strike;Wii;Shooter;Electronic Arts;1.1;2008
NBA Live 2001;PS2;Sports;Electronic Arts;1.1;2001
SingStar Legends;PS2;Misc;Sony Computer Entertainment;1.1;2006
SingStar Rocks!;PS2;Misc;Sony Computer Entertainment;1.1;2006
Tales of Symphonia;GC;Role-Playing;Nintendo;1.1;2003
Untold Legends: Brotherhood of the Blade;PSP;Role-Playing;Activision;1.1;2005
Star Ocean: The Second Story;PS;Role-Playing;Sony Computer Entertainment;1.1;1998
Lightning Returns: Final Fantasy XIII;PS3;Role-Playing;Square Enix;1.1;2013
Star Wars: The Force Unleashed;PSP;Action;LucasArts;1.09;2008
Imagine: Babysitters;DS;Simulation;Ubisoft;1.09;2008
The Simpsons Game;PSP;Action;Electronic Arts;1.09;2007
Yakuza 2;PS2;Adventure;Sega;1.09;2006
Skate 2;X360;Sports;Electronic Arts;1.09;2009
Dragon Ball Z: The Legacy of Goku II;GBA;Role-Playing;Atari;1.09;2003
Virtua Fighter 5;PS3;Fighting;Sega;1.09;2007
NFL 2K1;DC;Sports;Sega;1.09;2000
BeatMania;PS;Simulation;Konami Digital Entertainment;1.09;1998
Namco Museum Battle Collection;PSP;Misc;Sony Computer Entertainment;1.09;2005
LEGO Star Wars II: The Original Trilogy;DS;Action;LucasArts;1.09;2006
Madden NFL 2004;XB;Sports;Electronic Arts;1.09;2003
Empire: Total War;PC;Strategy;Sega;1.09;2009
The Godfather;PS2;Action;Electronic Arts;1.09;2006
Tiger Woods PGA Tour 10;Wii;Sports;Electronic Arts;1.09;2009
Star Wars: Bounty Hunter;PS2;Shooter;LucasArts;1.09;2002
Densha De Go!;PS;Simulation;Taito;1.09;1997
Dante's Inferno;PS3;Action;Electronic Arts;1.09;2010
Sonic & Sega All-Stars Racing;DS;Racing;Sega;1.09;2010
Skylanders Giants;PS3;Action;Activision;1.09;2012
Endless Ocean;Wii;Adventure;Nintendo;1.09;2007
NFL Blitz 2000;PS;Sports;Midway Games;1.09;1998
Sonic Free Riders;X360;Racing;Sega;1.09;2010
NASCAR Thunder 2004;PS2;Racing;Electronic Arts;1.08;2003
Prince of Persia;PS3;Action;Ubisoft;1.08;2008
SpongeBob SquarePants: Revenge of the Flying Dutchman;PS2;Platform;THQ;1.08;2002
Grand Theft Auto V;PC;Action;Take-Two Interactive;1.08;2015
The Biggest Loser;Wii;Sports;THQ;1.08;2009
Fisherman's Bass Club;PS2;Sports;Agetec;1.08;2002
MySims Agents;DS;Adventure;Electronic Arts;1.08;2009
Resident Evil: The Darkside Chronicles;Wii;Action;Capcom;1.08;2009
NCAA Football 13;X360;Action;Electronic Arts;1.08;2012
Grand Theft Auto: Chinatown Wars;PSP;Action;Take-Two Interactive;1.08;2009
FIFA Soccer 11;Wii;Sports;Electronic Arts;1.08;2010
The Orange Box;PS3;Shooter;Electronic Arts;1.08;2007
Joust;2600;Platform;Atari;1.08;1982
Tomb Raider: Underworld;X360;Action;Eidos Interactive;1.08;2008
Tom Clancy's Ghost Recon 2;PS2;Shooter;Ubisoft;1.08;2004
DiRT 3;PS3;Racing;Codemasters;1.08;2011
LEGO City Undercover;WiiU;Platform;Nintendo;1.08;2013
Spore Creatures;DS;Simulation;Electronic Arts;1.08;2008
Ready 2 Rumble Boxing;PS;Sports;Midway Games;1.08;1998
Dragon Ball Z: Taiketsu;GBA;Fighting;Atari;1.08;2003
Disney's Lilo & Stitch;GBA;Platform;Ubisoft;1.08;2002
Star Fox: Assault;GC;Shooter;Nintendo;1.08;2005
Naruto: Ultimate Ninja Storm;PS3;Fighting;Namco Bandai Games;1.08;2008
Marvel vs. Capcom 3: Fate of Two Worlds;X360;Fighting;Capcom;1.08;2011
NCAA Football 14;X360;Sports;Electronic Arts;1.07;2013
Doko Demo Issyo;PS;Misc;Sony Computer Entertainment;1.07;1999
Call of Duty 3;PS2;Shooter;Activision;1.07;2006
Imagine: Fashion Designer New York;DS;Simulation;Ubisoft;1.07;2008
Red Dead Redemption: Undead Nightmare;X360;Action;Take-Two Interactive;1.07;2010
Bully: Scholarship Edition;X360;Action;Take-Two Interactive;1.07;2008
Virtua Fighter;SAT;Fighting;Sega;1.07;1994
Championship Manager 99/00;PC;Sports;Eidos Interactive;1.07;1999
WWE SmackDown vs. Raw 2010;PS2;Fighting;THQ;1.07;2009
Pro Evolution Soccer 2008;X360;Sports;Konami Digital Entertainment;1.07;2007
Super Princess Peach;DS;Platform;Nintendo;1.07;2005
NHL 99;PS;Sports;Electronic Arts;1.07;1997
SoulCalibur III;PS2;Fighting;Namco Bandai Games;1.07;2005
Skylanders SWAP Force;PS3;Platform;Activision;1.07;2013
F1 2012;PS3;Racing;Codemasters;1.07;2012
World Tour Soccer;PSP;Sports;Sony Computer Entertainment;1.07;2005
Disney Universe;Wii;Action;Disney Interactive Studios;1.07;2011
Ridge Racer Revolution;PS;Racing;Sony Computer Entertainment;1.07;1995
LEGO Pirates of the Caribbean: The Video Game;X360;Action;Disney Interactive Studios;1.07;2011
Hot Wheels Turbo Racing;PS;Racing;Electronic Arts;1.07;1999
NCAA Football 99;PS;Sports;Electronic Arts;1.06;1998
Mortal Kombat: Armageddon;PS2;Fighting;Midway Games;1.06;2006
Aliens vs Predator;X360;Shooter;Sega;1.06;2010
Freekstyle;PS2;Racing;Electronic Arts;1.06;2002
Junior Brain Trainer;DS;Misc;GSP;1.06;2008
Darksiders;X360;Action;THQ;1.06;2010
DiRT;PS3;Racing;Codemasters;1.06;2007
Call of Duty 4: Modern Warfare;DS;Shooter;Activision;1.06;2007
Simple 1500 Series Vol. 1: The Mahjong;PS;Misc;D3Publisher;1.06;1998
Sega Superstars Tennis;Wii;Sports;Sega;1.06;2008
NBA Street V3;PS2;Sports;Electronic Arts;1.06;2005
Sleeping Dogs;PS3;Action;Square Enix;1.06;2012
Mercenaries 2: World in Flames;X360;Shooter;Electronic Arts;1.06;2008
Worms Armageddon;PS;Strategy;Microprose;1.06;1999
Hulk;PS2;Action;Universal Interactive;1.06;2003
LEGO Indiana Jones: The Original Adventures;PS3;Action;Activision;1.06;2008
NFL Blitz;N64;Sports;Midway Games;1.06;1998
NFL Quarterback Club 98;N64;Sports;Acclaim Entertainment;1.06;1997
DJ Hero;X360;Misc;Activision;1.06;2009
Dora the Explorer: Dora Saves the Mermaids;DS;Platform;Take-Two Interactive;1.06;2007
Diablo II: Lord of Destruction;PC;Role-Playing;Vivendi Games;1.06;2001
Naruto Shippuden: Ultimate Ninja Storm 4;PS4;Fighting;Namco Bandai Games;1.06;2016
Spider-Man 2;GBA;Action;Activision;1.06;2004
Virtua Tennis 3;PS3;Sports;Sega;1.06;2007
Seek and Destroy;PS2;Racing;Play It;1.06;2002
Warhawk;PS3;Simulation;Sony Computer Entertainment;1.06;2007
Apollo Justice: Ace Attorney;DS;Adventure;Capcom;1.06;2007
Assassin's Creed: Rogue;X360;Action;Ubisoft;1.05;2014
Cosmic Ark;2600;Shooter;Imagic;1.05;1981
SOCOM: U.S. Navy SEALs Fireteam Bravo 2;PSP;Shooter;Sony Computer Entertainment;1.05;2006
Skylanders: Trap Team;Wii;Action;Activision;1.05;2014
Aliens vs Predator;PS3;Shooter;Sega;1.05;2010
Defender;2600;Misc;Atari;1.05;1980
Dance on Broadway;Wii;Misc;Ubisoft;1.05;2010
Adventure Island;NES;Platform;Hudson Soft;1.05;1986
Arc the Lad II;PS;Role-Playing;Sony Computer Entertainment;1.05;1996
Tag Team Match M.U.S.C.L.E.;NES;Fighting;Namco Bandai Games;1.05;1985
Derby Stallion 96;SNES;Sports;ASCII Entertainment;1.05;1996
UFC Undisputed 3;PS3;Action;THQ;1.05;2012
NBA 2K3;PS2;Sports;Sega;1.05;2002
Dragon Ball: XenoVerse;PS4;Fighting;Namco Bandai Games;1.05;2015
The Simpsons: Road Rage;XB;Racing;Electronic Arts;1.05;2001
Dave Mirra Freestyle BMX;PS;Sports;Acclaim Entertainment;1.05;2000
Imagine: Animal Doctor;DS;Simulation;Ubisoft;1.05;2007
WWE SmackDown vs. Raw 2010;X360;Fighting;THQ;1.05;2009
Forza Motorsport;XB;Racing;Microsoft Game Studios;1.05;2005
Sonic the Hedgehog;X360;Platform;Sega;1.05;2006
MySims Agents;Wii;Adventure;Electronic Arts;1.05;2009
Monster Rancher 2;PS;Simulation;Sony Computer Entertainment;1.05;1998
Pokemon Conquest;DS;Role-Playing;Nintendo;1.05;2012
The Simpsons Game;X360;Action;Electronic Arts;1.05;2007
Guinness World Records: The Videogame;Wii;Action;Warner Bros. Interactive Entertainment;1.04;2008
MVP Baseball 2003;PS2;Sports;Electronic Arts;1.04;2003
Dragon Ball Z: Budokai Tenkaichi 3;Wii;Fighting;Atari;1.04;2007
Disney Tangled;DS;Action;Disney Interactive Studios;1.04;2010
Tales of Destiny;PS;Role-Playing;Namco Bandai Games;1.04;1997
ATV: Quad Power Racing;PS;Racing;Acclaim Entertainment;1.04;2000
Disney Fairies: Tinker Bell and the Lost Treasure;DS;Adventure;Disney Interactive Studios;1.04;2009
Mega Man X4;PS;Action;Virgin Interactive;1.04;1996
Naruto: Clash of Ninja 2;GC;Fighting;Nintendo;1.04;2003
Dance Dance Revolution SuperNOVA;PS2;Simulation;Konami Digital Entertainment;1.04;2006
Brink;X360;Shooter;Bethesda Softworks;1.04;2011
F-Zero: Maximum Velocity;GBA;Racing;Nintendo;1.04;2001
Bomberman 64;N64;Puzzle;Hudson Soft;1.04;1997
Jeremy McGrath Supercross 98;PS;Racing;Acclaim Entertainment;1.04;1998
LEGO Indiana Jones 2: The Adventure Continues;X360;Action;Activision;1.04;2009
Project CARS;PS4;Racing;Slightly Mad Studios;1.04;2015
Need for Speed: Most Wanted;XB;Racing;Electronic Arts;1.04;2005
Kirby: Mass Attack;DS;Platform;Nintendo;1.04;2011
LEGO Marvel Super Heroes;XOne;Action;Warner Bros. Interactive Entertainment;1.04;2013
ZhuZhu Pets;DS;Simulation;Activision;1.04;2010
Tom Clancy's Ghost Recon Advanced Warfighter 2;PS3;Shooter;Ubisoft;1.04;2007
MotorStorm: Arctic Edge;PSP;Racing;Sony Computer Entertainment;1.04;2009
WipEout Pure;PSP;Racing;Sony Computer Entertainment;1.04;2005
EA Sports UFC;PS4;Sports;Electronic Arts;1.04;2014
MX vs. ATV Unleashed;PS2;Racing;THQ;1.03;2005
Sonic Unleashed;PS3;Platform;Sega;1.03;2008
Tiger Woods PGA Tour 08;Wii;Sports;Electronic Arts;1.03;2007
Rayman Origins;PS3;Platform;Ubisoft;1.03;2011
Epic Mickey 2: The Power of Two;Wii;Action;Disney Interactive Studios;1.03;2012
NCAA March Madness 2004;PS2;Sports;Electronic Arts;1.03;2003
Bomberman;NES;Puzzle;Hudson Soft;1.03;1985
The Simpsons Game;Wii;Action;Electronic Arts;1.03;2007
Tomb Raider;PC;Action;Eidos Interactive;1.03;1996
Rock Band 2;Wii;Misc;MTV Games;1.03;2008
Street Fighter Alpha 3;PS;Fighting;Virgin Interactive;1.03;1998
Bulletstorm;X360;Shooter;Electronic Arts;1.02;2011
